Confidence of Model in Predicting True Label,Treatment
0.09461914,PGD Adversarial Training
0.939267,PGD Adversarial Training
0.9395727,PGD Adversarial Training
0.9979733,PGD Adversarial Training
0.8431175,PGD Adversarial Training
0.03514911,PGD Adversarial Training
0.86590195,PGD Adversarial Training
0.99988157,PGD Adversarial Training
0.34554234,PGD Adversarial Training
0.9999983,PGD Adversarial Training
0.35587156,PGD Adversarial Training
0.29356456,PGD Adversarial Training
0.8610918,PGD Adversarial Training
0.9994067,PGD Adversarial Training
0.9999625,PGD Adversarial Training
0.059232023,PGD Adversarial Training
0.99200535,PGD Adversarial Training
0.2954784,PGD Adversarial Training
0.8051273,PGD Adversarial Training
0.9928251,PGD Adversarial Training
0.9676148,PGD Adversarial Training
0.08922343,PGD Adversarial Training
0.991229,PGD Adversarial Training
0.9971581,PGD Adversarial Training
0.9841889,PGD Adversarial Training
0.8807097,PGD Adversarial Training
0.3591221,PGD Adversarial Training
0.983373,PGD Adversarial Training
0.7047356,PGD Adversarial Training
0.9258304,PGD Adversarial Training
0.0072848997,PGD Adversarial Training
0.00042710576,PGD Adversarial Training
0.90613264,PGD Adversarial Training
0.76609474,PGD Adversarial Training
0.81034833,PGD Adversarial Training
0.77277184,PGD Adversarial Training
0.8258401,PGD Adversarial Training
0.19341084,PGD Adversarial Training
0.9466007,PGD Adversarial Training
0.9984631,PGD Adversarial Training
0.9985414,PGD Adversarial Training
0.5305133,PGD Adversarial Training
0.14848705,PGD Adversarial Training
0.27085704,PGD Adversarial Training
0.30043393,PGD Adversarial Training
0.952346,PGD Adversarial Training
0.9779501,PGD Adversarial Training
0.9082206,PGD Adversarial Training
0.15640269,PGD Adversarial Training
0.9710503,PGD Adversarial Training
0.97842157,PGD Adversarial Training
0.30107427,PGD Adversarial Training
0.025554074,PGD Adversarial Training
0.7608171,PGD Adversarial Training
0.99945414,PGD Adversarial Training
0.04866893,PGD Adversarial Training
0.09709307,PGD Adversarial Training
0.22276074,PGD Adversarial Training
0.99996775,PGD Adversarial Training
0.004118266,PGD Adversarial Training
0.99794894,PGD Adversarial Training
0.60709125,PGD Adversarial Training
0.99432397,PGD Adversarial Training
0.33893132,PGD Adversarial Training
0.949921,PGD Adversarial Training
0.08637575,PGD Adversarial Training
0.17297366,PGD Adversarial Training
0.9915963,PGD Adversarial Training
0.95784837,PGD Adversarial Training
0.6453231,PGD Adversarial Training
0.90938693,PGD Adversarial Training
0.9999235,PGD Adversarial Training
0.99866843,PGD Adversarial Training
0.29539394,PGD Adversarial Training
0.8751235,PGD Adversarial Training
0.9737948,PGD Adversarial Training
0.030670257,PGD Adversarial Training
0.072838545,PGD Adversarial Training
0.19253626,PGD Adversarial Training
0.99831384,PGD Adversarial Training
0.57814085,PGD Adversarial Training
0.9835165,PGD Adversarial Training
0.014417537,PGD Adversarial Training
0.3122232,PGD Adversarial Training
0.9938908,PGD Adversarial Training
0.78533286,PGD Adversarial Training
0.8204824,PGD Adversarial Training
0.39717877,PGD Adversarial Training
0.6170778,PGD Adversarial Training
0.9828774,PGD Adversarial Training
0.88394576,PGD Adversarial Training
0.109808095,PGD Adversarial Training
0.6023526,PGD Adversarial Training
0.96519476,PGD Adversarial Training
0.5582542,PGD Adversarial Training
0.8868405,PGD Adversarial Training
0.6982955,PGD Adversarial Training
0.23805921,PGD Adversarial Training
0.92952,PGD Adversarial Training
0.087255634,PGD Adversarial Training
0.9731037,PGD Adversarial Training
0.9479735,PGD Adversarial Training
0.13636956,PGD Adversarial Training
0.8745924,PGD Adversarial Training
0.018512223,PGD Adversarial Training
0.97768426,PGD Adversarial Training
0.81125474,PGD Adversarial Training
0.040192045,PGD Adversarial Training
0.9787007,PGD Adversarial Training
0.8629495,PGD Adversarial Training
0.90153986,PGD Adversarial Training
0.32217252,PGD Adversarial Training
0.98010767,PGD Adversarial Training
0.8908694,PGD Adversarial Training
0.9032511,PGD Adversarial Training
0.94040924,PGD Adversarial Training
0.99967086,PGD Adversarial Training
0.19912206,PGD Adversarial Training
0.56375545,PGD Adversarial Training
0.9988769,PGD Adversarial Training
0.9343964,PGD Adversarial Training
0.70547175,PGD Adversarial Training
0.8879748,PGD Adversarial Training
0.98817015,PGD Adversarial Training
0.9763949,PGD Adversarial Training
0.5605067,PGD Adversarial Training
0.98351216,PGD Adversarial Training
0.026038412,PGD Adversarial Training
0.18276,PGD Adversarial Training
0.9949736,PGD Adversarial Training
0.84672546,PGD Adversarial Training
0.918788,PGD Adversarial Training
0.5429089,PGD Adversarial Training
0.7429336,PGD Adversarial Training
0.99519056,PGD Adversarial Training
0.9037185,PGD Adversarial Training
0.14835314,PGD Adversarial Training
0.9947119,PGD Adversarial Training
0.7314772,PGD Adversarial Training
0.44491157,PGD Adversarial Training
0.49954706,PGD Adversarial Training
0.92765,PGD Adversarial Training
0.90919703,PGD Adversarial Training
0.99950486,PGD Adversarial Training
0.4141148,PGD Adversarial Training
0.45554385,PGD Adversarial Training
0.751007,PGD Adversarial Training
0.0056400807,PGD Adversarial Training
0.9958832,PGD Adversarial Training
0.8572131,PGD Adversarial Training
0.012065523,PGD Adversarial Training
0.9584713,PGD Adversarial Training
0.999975,PGD Adversarial Training
0.84726936,PGD Adversarial Training
0.974764,PGD Adversarial Training
0.02983264,PGD Adversarial Training
0.1606089,PGD Adversarial Training
0.89424133,PGD Adversarial Training
0.9985582,PGD Adversarial Training
0.9757391,PGD Adversarial Training
0.99839884,PGD Adversarial Training
0.9749048,PGD Adversarial Training
0.32050094,PGD Adversarial Training
0.12988229,PGD Adversarial Training
0.9995443,PGD Adversarial Training
0.79943943,PGD Adversarial Training
0.58798224,PGD Adversarial Training
0.9973204,PGD Adversarial Training
0.85623604,PGD Adversarial Training
0.56527096,PGD Adversarial Training
0.032217927,PGD Adversarial Training
0.01770846,PGD Adversarial Training
0.99921423,PGD Adversarial Training
0.7506304,PGD Adversarial Training
0.091474205,PGD Adversarial Training
0.58810663,PGD Adversarial Training
0.0634072,PGD Adversarial Training
0.9899531,PGD Adversarial Training
0.9877455,PGD Adversarial Training
0.8676605,PGD Adversarial Training
0.8159828,PGD Adversarial Training
0.94911546,PGD Adversarial Training
0.7592801,PGD Adversarial Training
0.9917745,PGD Adversarial Training
0.8091866,PGD Adversarial Training
0.43555197,PGD Adversarial Training
0.85759,PGD Adversarial Training
0.59125376,PGD Adversarial Training
0.9987565,PGD Adversarial Training
0.91362256,PGD Adversarial Training
0.5655355,PGD Adversarial Training
0.21282272,PGD Adversarial Training
0.9884352,PGD Adversarial Training
0.86566216,PGD Adversarial Training
0.8949958,PGD Adversarial Training
0.9217937,PGD Adversarial Training
0.77332944,PGD Adversarial Training
0.7459881,PGD Adversarial Training
0.9098873,PGD Adversarial Training
0.45033917,PGD Adversarial Training
0.5849998,PGD Adversarial Training
0.9690621,PGD Adversarial Training
0.26125768,PGD Adversarial Training
0.99987966,PGD Adversarial Training
0.23583852,PGD Adversarial Training
0.22906007,PGD Adversarial Training
0.19457228,PGD Adversarial Training
0.30339593,PGD Adversarial Training
0.08712187,PGD Adversarial Training
0.13103972,PGD Adversarial Training
0.44137678,PGD Adversarial Training
0.9370382,PGD Adversarial Training
0.9953855,PGD Adversarial Training
0.9762478,PGD Adversarial Training
0.99935526,PGD Adversarial Training
0.9901222,PGD Adversarial Training
0.3686817,PGD Adversarial Training
0.07141658,PGD Adversarial Training
0.48609412,PGD Adversarial Training
0.9541162,PGD Adversarial Training
0.99848855,PGD Adversarial Training
0.9313429,PGD Adversarial Training
0.028586548,PGD Adversarial Training
0.70541435,PGD Adversarial Training
0.97888976,PGD Adversarial Training
0.3879649,PGD Adversarial Training
0.97419935,PGD Adversarial Training
0.9614268,PGD Adversarial Training
0.19319329,PGD Adversarial Training
0.9999847,PGD Adversarial Training
0.9929976,PGD Adversarial Training
0.9750468,PGD Adversarial Training
0.1713237,PGD Adversarial Training
0.69741577,PGD Adversarial Training
0.12702845,PGD Adversarial Training
0.25151476,PGD Adversarial Training
0.4279021,PGD Adversarial Training
0.9994778,PGD Adversarial Training
0.46947354,PGD Adversarial Training
0.9978244,PGD Adversarial Training
0.79735065,PGD Adversarial Training
0.99719024,PGD Adversarial Training
0.38541943,PGD Adversarial Training
0.7939466,PGD Adversarial Training
0.67539036,PGD Adversarial Training
0.75268906,PGD Adversarial Training
0.9996915,PGD Adversarial Training
0.035202812,PGD Adversarial Training
0.87595636,PGD Adversarial Training
0.29497,PGD Adversarial Training
0.40835664,PGD Adversarial Training
0.9303489,PGD Adversarial Training
0.6953587,PGD Adversarial Training
0.018823082,PGD Adversarial Training
0.99638754,PGD Adversarial Training
0.98673713,PGD Adversarial Training
0.83904463,PGD Adversarial Training
0.33503836,PGD Adversarial Training
0.66351813,PGD Adversarial Training
0.6563467,PGD Adversarial Training
0.8648213,PGD Adversarial Training
0.99648184,PGD Adversarial Training
0.47254413,PGD Adversarial Training
0.47829616,PGD Adversarial Training
0.19017914,PGD Adversarial Training
0.021381387,PGD Adversarial Training
0.3938798,PGD Adversarial Training
0.8910335,PGD Adversarial Training
0.16009177,PGD Adversarial Training
0.9224484,PGD Adversarial Training
0.30409515,PGD Adversarial Training
0.9935175,PGD Adversarial Training
0.31034228,PGD Adversarial Training
0.37385786,PGD Adversarial Training
0.9996611,PGD Adversarial Training
0.118159555,PGD Adversarial Training
0.9883379,PGD Adversarial Training
0.9986498,PGD Adversarial Training
0.89937294,PGD Adversarial Training
0.9995735,PGD Adversarial Training
0.07906995,PGD Adversarial Training
0.37275574,PGD Adversarial Training
0.9251033,PGD Adversarial Training
0.99254274,PGD Adversarial Training
0.91054666,PGD Adversarial Training
0.97195446,PGD Adversarial Training
0.53477997,PGD Adversarial Training
0.09506427,PGD Adversarial Training
0.11051981,PGD Adversarial Training
0.5220669,PGD Adversarial Training
0.97189516,PGD Adversarial Training
0.17770475,PGD Adversarial Training
0.9960494,PGD Adversarial Training
0.52338827,PGD Adversarial Training
0.84994143,PGD Adversarial Training
0.15436292,PGD Adversarial Training
0.009436679,PGD Adversarial Training
0.9958216,PGD Adversarial Training
0.382754,PGD Adversarial Training
0.98204184,PGD Adversarial Training
0.12713224,PGD Adversarial Training
0.9354122,PGD Adversarial Training
0.91608703,PGD Adversarial Training
0.97454107,PGD Adversarial Training
0.47767258,PGD Adversarial Training
0.12801921,PGD Adversarial Training
0.14308485,PGD Adversarial Training
0.010459669,PGD Adversarial Training
0.8574787,PGD Adversarial Training
0.86038315,PGD Adversarial Training
0.67503124,PGD Adversarial Training
0.307566,PGD Adversarial Training
0.24777474,PGD Adversarial Training
0.88996005,PGD Adversarial Training
0.871129,PGD Adversarial Training
0.7077314,PGD Adversarial Training
0.8973517,PGD Adversarial Training
0.31952018,PGD Adversarial Training
0.04269682,PGD Adversarial Training
0.9948065,PGD Adversarial Training
0.18877237,PGD Adversarial Training
0.9957063,PGD Adversarial Training
0.91324687,PGD Adversarial Training
0.006040955,PGD Adversarial Training
0.8372898,PGD Adversarial Training
0.06020279,PGD Adversarial Training
0.026552856,PGD Adversarial Training
0.830387,PGD Adversarial Training
0.39071533,PGD Adversarial Training
0.3162992,PGD Adversarial Training
0.13158877,PGD Adversarial Training
0.80693716,PGD Adversarial Training
0.4128441,PGD Adversarial Training
0.31340215,PGD Adversarial Training
0.99972916,PGD Adversarial Training
0.94707793,PGD Adversarial Training
0.99601793,PGD Adversarial Training
0.81916076,PGD Adversarial Training
0.8391587,PGD Adversarial Training
0.91908485,PGD Adversarial Training
0.99983907,PGD Adversarial Training
0.9873663,PGD Adversarial Training
0.5910299,PGD Adversarial Training
0.23200287,PGD Adversarial Training
0.99992675,PGD Adversarial Training
0.6583946,PGD Adversarial Training
0.9899133,PGD Adversarial Training
0.9844989,PGD Adversarial Training
0.9987456,PGD Adversarial Training
0.9600873,PGD Adversarial Training
0.83856547,PGD Adversarial Training
0.54793435,PGD Adversarial Training
0.42304268,PGD Adversarial Training
0.25793388,PGD Adversarial Training
0.39497602,PGD Adversarial Training
0.049016323,PGD Adversarial Training
0.15181682,PGD Adversarial Training
0.9997425,PGD Adversarial Training
0.4523365,PGD Adversarial Training
0.98583364,PGD Adversarial Training
0.999878,PGD Adversarial Training
0.9403109,PGD Adversarial Training
0.95261365,PGD Adversarial Training
0.88830346,PGD Adversarial Training
0.9960791,PGD Adversarial Training
0.4604182,PGD Adversarial Training
0.020892601,PGD Adversarial Training
0.104377784,PGD Adversarial Training
0.6942202,PGD Adversarial Training
0.49146855,PGD Adversarial Training
0.9981118,PGD Adversarial Training
0.9999804,PGD Adversarial Training
0.16962768,PGD Adversarial Training
0.7086118,PGD Adversarial Training
0.5025132,PGD Adversarial Training
0.9994963,PGD Adversarial Training
0.83524734,PGD Adversarial Training
0.9689854,PGD Adversarial Training
0.19046132,PGD Adversarial Training
0.30442962,PGD Adversarial Training
0.97159356,PGD Adversarial Training
0.99587536,PGD Adversarial Training
0.18981104,PGD Adversarial Training
0.99890536,PGD Adversarial Training
0.9935342,PGD Adversarial Training
0.99672043,PGD Adversarial Training
0.81814915,PGD Adversarial Training
0.2614823,PGD Adversarial Training
0.9942649,PGD Adversarial Training
0.9508343,PGD Adversarial Training
0.98596674,PGD Adversarial Training
0.04306097,PGD Adversarial Training
0.898995,PGD Adversarial Training
0.99609464,PGD Adversarial Training
0.99015695,PGD Adversarial Training
0.999898,PGD Adversarial Training
0.010662293,PGD Adversarial Training
0.78199494,PGD Adversarial Training
0.468646,PGD Adversarial Training
0.99999434,PGD Adversarial Training
0.54884124,PGD Adversarial Training
0.91594416,PGD Adversarial Training
0.91752833,PGD Adversarial Training
0.35351163,PGD Adversarial Training
0.042102575,PGD Adversarial Training
0.5790416,PGD Adversarial Training
0.8534722,PGD Adversarial Training
